Middle East,Saudi Arabien,1978,8554,537
Middle East,Saudi Arabien,1979,9841,653
Middle East,Saudi Arabien,1980,10270,607
Middle East,Saudi Arabien,1981,10256,727
Middle East,Saudi Arabien,1982,6961,805
Middle East,Saudi Arabien,1983,4951,878
Middle East,Saudi Arabien,1984,4534,929
Middle East,Saudi Arabien,1985,3601,955
Middle East,Saudi Arabien,1986,5208,949
Middle East,Saudi Arabien,1987,4599,990
Middle East,Saudi Arabien,1988,5720,987
Middle East,Saudi Arabien,1989,5635,979
Middle East,Saudi Arabien,1990,7105,1158
Middle East,Saudi Arabien,1991,8820,1235
Middle East,Saudi Arabien,1992,9098,1189
Middle East,Saudi Arabien,1993,8962,1225
Middle East,Saudi Arabien,1994,9084,1359
Middle East,Saudi Arabien,1995,9145,1299
Middle East,Saudi Arabien,1996,9299,1370
Middle East,Saudi Arabien,1997,9482,1423
Middle East,Saudi Arabien,1998,9502,1532
Middle East,Saudi Arabien,1999,8853,1542
Middle East,Saudi Arabien,2000,9491,1578
Middle East,Saudi Arabien,2001,9209,1622
Middle East,Saudi Arabien,2002,8928,1668
Middle East,Saudi Arabien,2003,10164,1780
Middle East,Saudi Arabien,2004,10638,1913
Middle East,Saudi Arabien,2005,11114,2013
Middle East,Saudi Arabien,2006,10853,2084
Middle East,Saudi Arabien,2007,10449,2203
Middle East,Saudi Arabien,2008,10846,2378
Middle East,Saudi Arabien,2009,9893,2593
Middle East,Saudi Arabien,2010,10007,2793
Middle East,Syria,1965,0,0
Middle East,Syria,1966,0,0
Middle East,Syria,1967,0,0
Middle East,Syria,1968,21,0
Middle East,Syria,1969,53,0
Middle East,Syria,1970,85,0
Middle East,Syria,1971,106,0
Middle East,Syria,1972,117,0
Middle East,Syria,1973,111,0
Middle East,Syria,1974,129,0
Middle East,Syria,1975,192,0
Middle East,Syria,1976,201,0
Middle East,Syria,1977,183,0
Middle East,Syria,1978,179,0
Middle East,Syria,1979,167,0
Middle East,Syria,1980,158,0
Middle East,Syria,1981,164,0
Middle East,Syria,1982,155,0
Middle East,Syria,1983,161,0
Middle East,Syria,1984,162,0
Middle East,Syria,1985,159,0
Middle East,Syria,1986,201,0
Middle East,Syria,1987,231,0
Middle East,Syria,1988,268,0
Middle East,Syria,1989,341,0
Middle East,Syria,1990,407,0
Middle East,Syria,1991,472,0
Middle East,Syria,1992,514,0
Middle East,Syria,1993,566,0
Middle East,Syria,1994,563,0
Middle East,Syria,1995,596,0
Middle East,Syria,1996,586,0
Middle East,Syria,1997,577,0
Middle East,Syria,1998,576,0
Middle East,Syria,1999,579,0
Middle East,Syria,2000,573,0
Middle East,Syria,2001,613,0
Middle East,Syria,2002,677,0
Middle East,Syria,2003,652,0
Middle East,Syria,2004,487,0
Middle East,Syria,2005,448,0
Middle East,Syria,2006,421,0
Middle East,Syria,2007,404,0
Middle East,Syria,2008,406,0
Middle East,Syria,2009,401,0
Middle East,Syria,2010,385,0
Middle East,United Arab Emirates,1965,282,0
Middle East,United Arab Emirates,1966,360,0
Middle East,United Arab Emirates,1967,382,0
Middle East,United Arab Emirates,1968,498,1
Middle East,United Arab Emirates,1969,599,1
Middle East,United Arab Emirates,1970,762,3
Middle East,United Arab Emirates,1971,1106,3
Middle East,United Arab Emirates,1972,1300,4
Middle East,United Arab Emirates,1973,1456,6
Middle East,United Arab Emirates,1974,1631,8
Middle East,United Arab Emirates,1975,1696,13
Middle East,United Arab Emirates,1976,1937,19
Middle East,United Arab Emirates,1977,1998,28
Middle East,United Arab Emirates,1978,1829,31
Middle East,United Arab Emirates,1979,1831,42
Middle East,United Arab Emirates,1980,1745,99
Middle East,United Arab Emirates,1981,1540,110
Middle East,United Arab Emirates,1982,1375,122
Middle East,United Arab Emirates,1983,1296,123
Middle East,United Arab Emirates,1984,1283,140
Middle East,United Arab Emirates,1985,1260,172
Middle East,United Arab Emirates,1986,1594,207
Middle East,United Arab Emirates,1987,1603,227
Middle East,United Arab Emirates,1988,1620,271
Middle East,United Arab Emirates,1989,2024,285
Middle East,United Arab Emirates,1990,2283,300
Middle East,United Arab Emirates,1991,2639,365
Middle East,United Arab Emirates,1992,2510,367
Middle East,United Arab Emirates,1993,2443,382
Middle East,United Arab Emirates,1994,2482,399
Middle East,United Arab Emirates,1995,2401,400
Middle East,United Arab Emirates,1996,2519,385
Middle East,United Arab Emirates,1997,2620,393
Middle East,United Arab Emirates,1998,2687,391
Middle East,United Arab Emirates,1999,2583,383
Middle East,United Arab Emirates,2000,2660,380
Middle East,United Arab Emirates,2001,2561,381
Middle East,United Arab Emirates,2002,2439,412
Middle East,United Arab Emirates,2003,2722,453
Middle East,United Arab Emirates,2004,2836,484
Middle East,United Arab Emirates,2005,2922,504
Middle East,United Arab Emirates,2006,3099,540
Middle East,United Arab Emirates,2007,3001,580
Middle East,United Arab Emirates,2008,3026,602
Middle East,United Arab Emirates,2009,2723,593
Middle East,United Arab Emirates,2010,2895,645
Middle East,Yemen,1965,0,0
Middle East,Yemen,1966,0,0
Middle East,Yemen,1967,0,0
Middle East,Yemen,1968,0,0
Middle East,Yemen,1969,0,0
Middle East,Yemen,1970,0,0
Middle East,Yemen,1971,0,0
Middle East,Yemen,1972,0,0
Middle East,Yemen,1973,0,0
Middle East,Yemen,1974,0,0
Middle East,Yemen,1975,0,0
Middle East,Yemen,1976,0,0
Middle East,Yemen,1977,0,0
Middle East,Yemen,1978,0,0
Middle East,Yemen,1979,0,0
Middle East,Yemen,1980,0,0
Middle East,Yemen,1981,0,0
Middle East,Yemen,1982,0,0
Middle East,Yemen,1983,0,0
Middle East,Yemen,1984,0,0
Middle East,Yemen,1985,0,0
Middle East,Yemen,1986,10,0
Middle East,Yemen,1987,26,0
Middle East,Yemen,1988,170,0
Middle East,Yemen,1989,178,0
Middle East,Yemen,1990,182,0
Middle East,Yemen,1991,197,0
Middle East,Yemen,1992,184,0
Middle East,Yemen,1993,209,0
Middle East,Yemen,1994,346,0
Middle East,Yemen,1995,351,0
Middle East,Yemen,1996,357,0
Middle East,Yemen,1997,375,0
Middle East,Yemen,1998,380,0
Middle East,Yemen,1999,405,0
Middle East,Yemen,2000,450,0
Middle East,Yemen,2001,453,0
Middle East,Yemen,2002,457,0
Middle East,Yemen,2003,451,0
Middle East,Yemen,2004,424,0
Middle East,Yemen,2005,421,0
Middle East,Yemen,2006,387,0
Middle East,Yemen,2007,341,0
Middle East,Yemen,2008,315,0
Middle East,Yemen,2009,307,0
Middle East,Yemen,2010,306,0
Middle East,Other Middle East,1965,61,176
Middle East,Other Middle East,1966,66,185
Middle East,Other Middle East,1967,73,195
Middle East,Other Middle East,1968,78,204
Middle East,Other Middle East,1969,78,216
Middle East,Other Middle East,1970,79,227
Middle East,Other Middle East,1971,76,251
Middle East,Other Middle East,1972,71,270
Middle East,Other Middle East,1973,69,279
Middle East,Other Middle East,1974,68,282
Middle East,Other Middle East,1975,62,291
Middle East,Other Middle East,1976,59,319
Middle East,Other Middle East,1977,59,342
Middle East,Other Middle East,1978,55,374
Middle East,Other Middle East,1979,51,436
Middle East,Other Middle East,1980,55,456
Middle East,Other Middle East,1981,54,522
Middle East,Other Middle East,1982,52,541
Middle East,Other Middle East,1983,50,542
Middle East,Other Middle East,1984,50,596
Middle East,Other Middle East,1985,50,633
Middle East,Other Middle East,1986,51,660
Middle East,Other Middle East,1987,52,662
Middle East,Other Middle East,1988,53,708
Middle East,Other Middle East,1989,53,738
Middle East,Other Middle East,1990,52,803
Middle East,Other Middle East,1991,53,775
Middle East,Other Middle East,1992,54,841
Middle East,Other Middle East,1993,53,916
Middle East,Other Middle East,1994,52,950
Middle East,Other Middle East,1995,52,995
Middle East,Other Middle East,1996,50,998
Middle East,Other Middle East,1997,50,1033
Middle East,Other Middle East,1998,49,1044
Middle East,Other Middle East,1999,48,1107
Middle East,Other Middle East,2000,48,1112
Middle East,Other Middle East,2001,47,1162
Middle East,Other Middle East,2002,48,1215
Middle East,Other Middle East,2003,48,1233
Middle East,Other Middle East,2004,48,1265
Middle East,Other Middle East,2005,185,1343
Middle East,Other Middle East,2006,182,1238
Middle East,Other Middle East,2007,194,1314
Middle East,Other Middle East,2008,192,1442
Middle East,Other Middle East,2009,192,1467
Middle East,Other Middle East,2010,192,1540
